"restaurant_name","restaurant_url","restaurant_user_name","restaurant_user_comments"
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=442093585d1c1c05&signature=531c660d3d5935265969133e9c1f48098e193c8ff4bd1884a3753b24609ddb60&slot=0","Hanako M.","For a family of 6, I always know that Buca can seat my entire family and understand how to serve a large group. Reservations can be made online. They also have an awesome takeout/ catering menu. I usually order a plate of calamari, garlic bread, 1 small entree and 2 large entrees and with 4 teenagers, I still have leftovers to take home!"
"Buca di Beppo Italian Restaurant","https://www.yelp.com/adredir?ad_business_id=8fUje2Qjf55GamblvsKG8A&campaign_id=Y-_0e-w7IQyh3uhQVQ8vtQ&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbuca-di-beppo-italian-restaurant-seattle-3&request_id=442093585d1c1c05&signature=531c660d3d5935265969133e9c1f48098e193c8ff4bd1884a3753b24609ddb60&slot=0","Nicole S.","I don't normally write reviews, but I feel compelled to speak to the immaculate customer service and servitude I experienced during my dining experience. Fluffy (aka Greg) at the South Lake Union location made our experience. He was polite, thoughtful, humorous and forthright. I am very grateful for the wonderful service."
"Zig Zag Cafe","https://www.yelp.com/adredir?ad_business_id=rgkwLKTmZdj72S1KmEkENg&campaign_id=auQV0j7XReVpZ9A8AZIQ1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzig-zag-cafe-seattle-2&request_id=442093585d1c1c05&signature=a7a83932d44b6e31aad3897f231abac80876723803efa1d656b878d8140e27a9&slot=1","Jessica M.","I was traveling alone for business and wanted a relaxed, upbeat place to grab dinner and a drink at the bar. This place fit the bill with great food and a fun vibe. The staff was very friendly and helpful, especially when they mailed the shopping bag I left behind back to me in Philadelphia.
I will definitely make sure to stop back in the next time I'm in town."
"Zig Zag Cafe","https://www.yelp.com/adredir?ad_business_id=rgkwLKTmZdj72S1KmEkENg&campaign_id=auQV0j7XReVpZ9A8AZIQ1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzig-zag-cafe-seattle-2&request_id=442093585d1c1c05&signature=a7a83932d44b6e31aad3897f231abac80876723803efa1d656b878d8140e27a9&slot=1","Jenny Z.","Came here tonight for an impromptu dinner date and left very satisfied. This place, besides being slightly hard to find, is the cutest little nook in downtown Seattle. You feel as if you're in a completely different world vs the touristy pike place corridor.
We arrived around 6:55 PM and were pleasantly surprised it was still happy hour. The deal is actually quite good - $4 off cocktails! I ordered a mezcal cocktail (what's new?) and husband ordered old fashioned. We asked for them less sweet and they turned out great. Mine had a ginger syrup which was different vs most mezcal cocktails I've ordered!
For food, ordered brussel sprouts and beet deviled eggs to start, and split the mussels and burger for the mains. The brussel sprouts were recommended by the server. They were good, not great. Felt like I could make them myself and wouldn't order again for $12. The deviled egg was the perfect party in my mouth and something I had never tasted before! It had a slice of anchovy in it which sounds odd but tasted amazing. Burger was perfectly cooked with a nice crispy bun. The fries were cooked crisp to perfection. Mussels were in perhaps the best sauce I've ever had.
Overall food was so tasty, service was quick and attentive despite restaurant being completely full, and menu comprehensive! Will come back for sure - especially now that we know HH runs until 7 pm on weekdays!"
"Zig Zag Cafe","https://www.yelp.com/adredir?ad_business_id=rgkwLKTmZdj72S1KmEkENg&campaign_id=auQV0j7XReVpZ9A8AZIQ1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzig-zag-cafe-seattle-2&request_id=442093585d1c1c05&signature=a7a83932d44b6e31aad3897f231abac80876723803efa1d656b878d8140e27a9&slot=1","Vincent C.","I came to Zig Zag for dinner and had a great experience in the end. My visit didn't start off great, though. The service was slow. On the night I was at Zig Zag, the restaurant was no more than 50% full. Nevertheless, I still waited nearly 25 minutes for my food.
That being said, the food was definitely worth the wait. I had the Wild Mushroom Farro, and it was the best farro I've ever had in my life! The flavor was completely balanced, with no one ingredient dominating the dish. I was also impressed with how they incorporated huckleberry into the dish. On top of that, the sauce - which I'm told was just vegetable stock with butter - was phenomenal. My only minor complaint was that some of the cauliflower was burnt. But the dish was so perfect in every other way that I can definitely overlook the cauliflower."
"Zig Zag Cafe","https://www.yelp.com/adredir?ad_business_id=rgkwLKTmZdj72S1KmEkENg&campaign_id=auQV0j7XReVpZ9A8AZIQ1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzig-zag-cafe-seattle-2&request_id=442093585d1c1c05&signature=a7a83932d44b6e31aad3897f231abac80876723803efa1d656b878d8140e27a9&slot=1","Yael G.","Met a friend here for some cocktails and it was really nice. I appreciated the vibe and that it wasn't super crazy loud. We got to hang out at a standing table and order our first drink before a table opened up, but it wasn't long until one did even though it was Friday night. The drink selection was awesome, and everything we ordered was great (and cleverly named). We also enjoyed our reasonably priced olives and Marcona almonds... good food, great drinks, nice vibe..."
"Zig Zag Cafe","https://www.yelp.com/adredir?ad_business_id=rgkwLKTmZdj72S1KmEkENg&campaign_id=auQV0j7XReVpZ9A8AZIQ1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzig-zag-cafe-seattle-2&request_id=442093585d1c1c05&signature=a7a83932d44b6e31aad3897f231abac80876723803efa1d656b878d8140e27a9&slot=1","Melanie Y.","Came here for a drink Saturday night.
Cool, chill, vibe. Super low key. Little bit hidden but follow the signs down the stairs. We didn't have to wait and were seated right away. We got two cocktails and be warned they are super strong.
They have a large selection of different kinds of drinks as well as a late night menu. We didn't try any of the food but it all looked amazing."
"Zig Zag Cafe","https://www.yelp.com/adredir?ad_business_id=rgkwLKTmZdj72S1KmEkENg&campaign_id=auQV0j7XReVpZ9A8AZIQ1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzig-zag-cafe-seattle-2&request_id=442093585d1c1c05&signature=a7a83932d44b6e31aad3897f231abac80876723803efa1d656b878d8140e27a9&slot=1","Susan R.","Wow what a great find on a work trip! There's so many places to choose from right here in the Pike Place Market area. Lucky me, I landed at Zig Zag!
Service from Anna and Erin was spot on a dm fabulous. Technically, I believe Anna was my server yet Erin bought several things and was very attentive as well. It kinda worked as tag team service and that was just fabulous!
All the food was spot on, they had plenty of gluten-free options and the happy hour wine was very good.
My only complaint is that I ate way too much because the food was so great! My hotel is around one plus miles ...uphill. Ugh. It'll be good for me, right?!? Super good, I'll be back!"
"Zig Zag Cafe","https://www.yelp.com/adredir?ad_business_id=rgkwLKTmZdj72S1KmEkENg&campaign_id=auQV0j7XReVpZ9A8AZIQ1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzig-zag-cafe-seattle-2&request_id=442093585d1c1c05&signature=a7a83932d44b6e31aad3897f231abac80876723803efa1d656b878d8140e27a9&slot=1","Alex O.","This place savings grace is there zig zag burger with the fried egg. That was absolutely delicious. The yolk just gushed out everywhere. Felt like I was eating a breakfast sandwich one minute and then the next second a bacon cheese burger. Also the cheese just oozed out of everywhere. Very delicious. The fries were a bit too salty for my taste though. Score: 5/5
Their snacks were very boring. The baguette with the cultured butter was good though. It comes toasted but my only compliant is that I eat too fast and the outside of the bread is too hard :(
The cheese platter was smelly!!!! It's not my cup of tea but I'm sure other people will love it"
"Zig Zag Cafe","https://www.yelp.com/adredir?ad_business_id=rgkwLKTmZdj72S1KmEkENg&campaign_id=auQV0j7XReVpZ9A8AZIQ1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzig-zag-cafe-seattle-2&request_id=442093585d1c1c05&signature=a7a83932d44b6e31aad3897f231abac80876723803efa1d656b878d8140e27a9&slot=1","Sidong H.","As a tourist to Pike Market, it was fun to dig out this hidden gem. My bar tender friend suggest me here for cock tails. And yes, def a great spot for happy hour drinks then a walk around to enjoy the sunset.
The drink menu is huge, and the bartender is quite knowledgable about almost everything. I like the atmosphere too, as a weekday early evening, it's already a full house, towns of locals and tourists like me here for their happy hour.
I would def come back and try more items."
"Zig Zag Cafe","https://www.yelp.com/adredir?ad_business_id=rgkwLKTmZdj72S1KmEkENg&campaign_id=auQV0j7XReVpZ9A8AZIQ1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzig-zag-cafe-seattle-2&request_id=442093585d1c1c05&signature=a7a83932d44b6e31aad3897f231abac80876723803efa1d656b878d8140e27a9&slot=1","Tomoko R.","What a hidden(?) gem!
Great cozy restaurant and their service was fantastic. Small selections of wines but they were really good wines and reasonable.
Ordered A charcuterie plate, fried oysters, burgers and mussels. The plate was so tasty and the meats were perfectly cured, their mousse was just melt in my mouth.
Mussels were so plumped and juicy. Creamy curry? Sauce was as good as mussels. Their burgers were seasoned right and right size. Not to small or big.
Fried oysters were my fave. Small size and sweet. Everything we ordered was just divine. I would go back there for HH next time. Sooo laidback vibes and the foods were excellent!!"
"Zig Zag Cafe","https://www.yelp.com/adredir?ad_business_id=rgkwLKTmZdj72S1KmEkENg&campaign_id=auQV0j7XReVpZ9A8AZIQ1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzig-zag-cafe-seattle-2&request_id=442093585d1c1c05&signature=a7a83932d44b6e31aad3897f231abac80876723803efa1d656b878d8140e27a9&slot=1","Erik B.","Looking for a classy, undercover jazz cafe with dim lighting, friendly staff and sleek design that totally takes you away from everyday life? Your answer: Zig Zag Cafe. Skillfully tucked away from Pike's Place market, close to the waterfront, Zig Zag offered superbly crafted cocktails and the perfect aperitif options to take a breather prior to continuing our tour of the city.
The lighting is dimly lit with old antique bottles of wine (some unopened) and cozy red lighting that makes you feel stuck in time. Each table is decked out with a candle as humble chandeliers decorate the ceilings.
We ordered a dish of deliciously tasting green & black olives with the perfect amount of garlic and zest. Complimented by a dish of pita bread and heated hummus (spiced with paprika and garlic), the food was delicious! For my cocktail, I ordered an aperol spritz - aperol campari mixed with good quality prosecco and orange zest with enough punch to keep me going.
Overall outstanding dining experience. Highly recommend! A+"
"Zig Zag Cafe","https://www.yelp.com/adredir?ad_business_id=rgkwLKTmZdj72S1KmEkENg&campaign_id=auQV0j7XReVpZ9A8AZIQ1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzig-zag-cafe-seattle-2&request_id=442093585d1c1c05&signature=a7a83932d44b6e31aad3897f231abac80876723803efa1d656b878d8140e27a9&slot=1","Cassandra C.","I had a great experience here. I've heard a lot of good things about Zig Zig and I'm so happy I've finally made my way there to experience it myself. I ate the fries and deviled eggs off their late night menu. I loved the sultry smokey ambiance and the bartender was great. I just loved watching the art that goes into crafting their perfect cocktails. I had a simple Moscow mule, perhaps next time I'll try one of their house cocktails. The deviled eggs were so yummy! Maybe I'll be back soon to try more food!"
"Zig Zag Cafe","https://www.yelp.com/adredir?ad_business_id=rgkwLKTmZdj72S1KmEkENg&campaign_id=auQV0j7XReVpZ9A8AZIQ1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzig-zag-cafe-seattle-2&request_id=442093585d1c1c05&signature=a7a83932d44b6e31aad3897f231abac80876723803efa1d656b878d8140e27a9&slot=1","Rica R.","Went with a small group of friends last night and we were seated pretty quickly. Drinks aren't super cheap but you definitely get your money's worth. Shared a squid pro quo and it was delicious. Only negative I would mention is that we were sitting near the door and it was a bit chilly."
"Zig Zag Cafe","https://www.yelp.com/adredir?ad_business_id=rgkwLKTmZdj72S1KmEkENg&campaign_id=auQV0j7XReVpZ9A8AZIQ1A&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzig-zag-cafe-seattle-2&request_id=442093585d1c1c05&signature=a7a83932d44b6e31aad3897f231abac80876723803efa1d656b878d8140e27a9&slot=1","Jessica C.","Nice atmosphere, wait staff prompt and friendly. Food was good. The fried clams and mussels were great. The whisky drinks even better. I love the red lighting and music."
